Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID
GSBRNA2T00104202001,CDX97203,
GSBRNA2T00104236001,CDX97233,
GSBRNA2T00103947001,CDX96998,
GSBRNA2T00103999001,CDX97034,
GSBRNA2T00103944001,CDX96995,
GSBRNA2T00104066001,CDX97086,
GSBRNA2T00104076001,CDX97094,
GSBRNA2T00104226001,CDX97224,
GSBRNA2T00104121001,CDX97134,
GSBRNA2T00104057001,CDX97078,
GSBRNA2T00104209001,CDX97210,A0A078E579
GSBRNA2T00104211001,CDX97211,
GSBRNA2T00103945001,CDX96996,
GSBRNA2T00103971001,CDX97013,
GSBRNA2T00104139001,CDX97149,
GSBRNA2T00104201001,CDX97202,
GSBRNA2T00104177001,CDX97181,
GSBRNA2T00103953001,CDX97003,
GSBRNA2T00103952001,CDX97002,
GSBRNA2T00104102001,CDX97117,
GSBRNA2T00104163001,CDX97168,
GSBRNA2T00104008001,CDX97041,
GSBRNA2T00104067001,CDX97087,
GSBRNA2T00104092001,CDX97110,
GSBRNA2T00104058001,CDX97079,
GSBRNA2T00104011001,CDX97044,
GSBRNA2T00104173001,CDX97177,
GSBRNA2T00104127001,CDX97140,
GSBRNA2T00103935001,CDX96987,
GSBRNA2T00104157001,CDX97163,
GSBRNA2T00104043001,CDX97067,
GSBRNA2T00104074001,CDX97092,
GSBRNA2T00104118001,CDX97131,
GSBRNA2T00104145001,CDX97155,I7DAF3
GSBRNA2T00103981001,CDX97022,
GSBRNA2T00104172001,CDX97176,
GSBRNA2T00104081001,CDX97099,
GSBRNA2T00104198001,CDX97200,
GSBRNA2T00104232001,CDX97229,
GSBRNA2T00104087001,CDX97105,I7DDY2
GSBRNA2T00104147001,CDX97156,I7D125
GSBRNA2T00104156001,CDX97162,
GSBRNA2T00103978001,CDX97020,
GSBRNA2T00104006001,CDX97039,
GSBRNA2T00103998001,CDX97033,
GSBRNA2T00104175001,CDX97179,
GSBRNA2T00104134001,CDX97145,
GSBRNA2T00104063001,CDX97083,
GSBRNA2T00104007001,CDX97040,
GSBRNA2T00104140001,CDX97150,
GSBRNA2T00104018001,CDX97050,
GSBRNA2T00104065001,CDX97085,
GSBRNA2T00104212001,CDX97212,
GSBRNA2T00104009001,CDX97042,
GSBRNA2T00103973001,CDX97015,
GSBRNA2T00104158001,CDX97164,
GSBRNA2T00104046001,CDX97070,
GSBRNA2T00104093001,CDX97111,
GSBRNA2T00104096001,CDX97113,
GSBRNA2T00104003001,CDX97038,
GSBRNA2T00104223001,CDX97221,
GSBRNA2T00104023001,CDX97051,
GSBRNA2T00104024001,CDX97052,
GSBRNA2T00104180001,CDX97184,
GSBRNA2T00104101001,CDX97116,A0A078ICQ2
GSBRNA2T00104162001,CDX97167,
GSBRNA2T00104037001,CDX97061,
GSBRNA2T00104203001,CDX97204,
GSBRNA2T00104199001,CDX97201,
GSBRNA2T00104050001,CDX97074,
GSBRNA2T00104017001,CDX97049,
GSBRNA2T00104091001,CDX97109,
GSBRNA2T00104216001,CDX97215,
GSBRNA2T00104234001,CDX97231,
GSBRNA2T00104029001,CDX97055,
GSBRNA2T00104133001,CDX97144,
GSBRNA2T00104124001,CDX97137,
GSBRNA2T00104049001,CDX97073,
GSBRNA2T00103933001,CDX96985,
GSBRNA2T00104106001,CDX97121,
GSBRNA2T00104184001,CDX97187,
GSBRNA2T00104116001,CDX97129,
GSBRNA2T00104188001,CDX97191,
GSBRNA2T00104197001,CDX97199,
GSBRNA2T00103970001,CDX97012,
GSBRNA2T00104002001,CDX97037,
GSBRNA2T00104120001,CDX97133,
GSBRNA2T00103936001,CDX96988,
GSBRNA2T00104144001,CDX97154,I7DAG0
GSBRNA2T00104144001,CDX97154,I7CDG7
GSBRNA2T00104204001,CDX97205,
GSBRNA2T00104109001,CDX97123,
GSBRNA2T00104117001,CDX97130,
GSBRNA2T00104123001,CDX97136,
GSBRNA2T00104026001,CDX97054,
GSBRNA2T00104077001,CDX97095,
GSBRNA2T00104126001,CDX97139,
GSBRNA2T00104160001,CDX97166,
GSBRNA2T00103948001,CDX96999,
GSBRNA2T00103940001,CDX96991,
GSBRNA2T00104220001,CDX97219,
GSBRNA2T00104171001,CDX97175,
GSBRNA2T00104098001,CDX97114,
GSBRNA2T00104228001,CDX97225,
GSBRNA2T00104186001,CDX97189,
GSBRNA2T00104075001,CDX97093,
GSBRNA2T00104231001,CDX97228,
GSBRNA2T00104010001,CDX97043,
GSBRNA2T00104055001,CDX97077,
GSBRNA2T00104169001,CDX97173,
GSBRNA2T00104108001,CDX97122,
GSBRNA2T00104166001,CDX97170,
GSBRNA2T00104071001,CDX97091,
GSBRNA2T00104031001,CDX97057,
GSBRNA2T00104142001,CDX97152,
GSBRNA2T00104125001,CDX97138,I7DDZ4
GSBRNA2T00103990001,CDX97028,
GSBRNA2T00103994001,CDX97030,A0A078I285
GSBRNA2T00103939001,CDX96990,
GSBRNA2T00104099001,CDX97115,
GSBRNA2T00104094001,CDX97112,
GSBRNA2T00104164001,CDX97169,
GSBRNA2T00104182001,CDX97186,
GSBRNA2T00104187001,CDX97190,
GSBRNA2T00104119001,CDX97132,
GSBRNA2T00104044001,CDX97068,
GSBRNA2T00104069001,CDX97089,
GSBRNA2T00104040001,CDX97064,
GSBRNA2T00103976001,CDX97018,
GSBRNA2T00104104001,CDX97119,
GSBRNA2T00103974001,CDX97016,
GSBRNA2T00104195001,CDX97197,
GSBRNA2T00104070001,CDX97090,
GSBRNA2T00104208001,CDX97209,
GSBRNA2T00103996001,CDX97032,
GSBRNA2T00103966001,CDX97009,
GSBRNA2T00103926001,CDX96980,
GSBRNA2T00104042001,CDX97066,
GSBRNA2T00103982001,CDX97023,
GSBRNA2T00104079001,CDX97097,
GSBRNA2T00103972001,CDX97014,
GSBRNA2T00103960001,CDX97006,
GSBRNA2T00104105001,CDX97120,
GSBRNA2T00104062001,CDX97082,
GSBRNA2T00104114001,CDX97127,
GSBRNA2T00104207001,CDX97208,
GSBRNA2T00104170001,CDX97174,
GSBRNA2T00104122001,CDX97135,
GSBRNA2T00103942001,CDX96993,
GSBRNA2T00103969001,CDX97011,
GSBRNA2T00104221001,CDX97220,
GSBRNA2T00104052001,CDX97076,
GSBRNA2T00104090001,CDX97108,
GSBRNA2T00104225001,CDX97223,
GSBRNA2T00104080001,CDX97098,
GSBRNA2T00104038001,CDX97062,
GSBRNA2T00103989001,CDX97027,
GSBRNA2T00104032001,CDX97058,
GSBRNA2T00103949001,CDX97000,
GSBRNA2T00104196001,CDX97198,
GSBRNA2T00104217001,CDX97216,
GSBRNA2T00104219001,CDX97218,
GSBRNA2T00104189001,CDX97192,
GSBRNA2T00104155001,CDX97161,
GSBRNA2T00104113001,CDX97126,
GSBRNA2T00104179001,CDX97183,
GSBRNA2T00104061001,CDX97081,
GSBRNA2T00104206001,CDX97207,
GSBRNA2T00104047001,CDX97071,
GSBRNA2T00104168001,CDX97172,
GSBRNA2T00103988001,CDX97026,
GSBRNA2T00103930001,CDX96982,
GSBRNA2T00104048001,CDX97072,
GSBRNA2T00104059001,CDX97080,
GSBRNA2T00104088001,CDX97106,
GSBRNA2T00104068001,CDX97088,
GSBRNA2T00104167001,CDX97171,
GSBRNA2T00104039001,CDX97063,
GSBRNA2T00104128001,CDX97141,
GSBRNA2T00104131001,CDX97142,
GSBRNA2T00104013001,CDX97045,
GSBRNA2T00104136001,CDX97147,
GSBRNA2T00103946001,CDX96997,
GSBRNA2T00103943001,CDX96994,
GSBRNA2T00104086001,CDX97104,
GSBRNA2T00104132001,CDX97143,I7DAG8
GSBRNA2T00104215001,CDX97214,
GSBRNA2T00104174001,CDX97178,
GSBRNA2T00104064001,CDX97084,
GSBRNA2T00103928001,CDX96981,
GSBRNA2T00103980001,CDX97021,
GSBRNA2T00104016001,CDX97048,A0A078HL45
GSBRNA2T00103985001,CDX97025,
GSBRNA2T00104001001,CDX97036,A0A0S1LII9
GSBRNA2T00103941001,CDX96992,
GSBRNA2T00104141001,CDX97151,I7C3W2
GSBRNA2T00104141001,CDX97151,I7D138
GSBRNA2T00104143001,CDX97153,
GSBRNA2T00103950001,CDX97001,
GSBRNA2T00070008001,CDY68170,A0A078JNX5
GSBRNA2T00070007001,CDY68169,A0A078JMY4
GSBRNA2T00091439001,CDY69660,D7RV77
GSBRNA2T00091439001,CDY69660,A0A078JT91
GSBRNA2T00014016001,CDY71300,A0A078JY35
GSBRNA2T00005112001,CDY70659,A0A078JV08
GSBRNA2T00042160001,CDY29232,A0A078FLG9
GSBRNA2T00042115001,CDY29206,A0A078GUI8
GSBRNA2T00042091001,CDY29191,A0A078GUH6
GSBRNA2T00042107001,CDY29202,A0A078GVN1
GSBRNA2T00042157001,CDY29230,A0A078GRW8
GSBRNA2T00042153001,CDY29226,A0A078GUK4
GSBRNA2T00042148001,CDY29223,A0A078GX87
GSBRNA2T00042142001,CDY29221,A0A078GUK0
GSBRNA2T00042101001,CDY29199,A0A078GVL8
GSBRNA2T00042086001,CDY29186,A0A078GUH2
GSBRNA2T00042180001,CDY29247,A0A078GVT3
GSBRNA2T00042077001,CDY29181,A0A078GUG7
GSBRNA2T00042163001,CDY29235,A0A078GRX3
GSBRNA2T00042093001,CDY29193,A0A078FYG3
GSBRNA2T00042099001,CDY29197,A0A078GVM6
GSBRNA2T00042127001,CDY29214,A0A078GVN2
GSBRNA2T00042167001,CDY29239,A0A078GVQ7
GSBRNA2T00042065001,CDY29177,A0A078GVL0
GSBRNA2T00042138001,CDY29219,A0A078GVN8
GSBRNA2T00042135001,CDY29218,A0A078GX82
GSBRNA2T00042085001,CDY29185,A0A078GRR7
GSBRNA2T00042106001,CDY29201,A0A078GUI3
GSBRNA2T00042177001,CDY29244,A0A078GVR1
GSBRNA2T00042070001,CDY29179,A0A078GVK1
GSBRNA2T00042159001,CDY29231,A0A078GUK8
GSBRNA2T00042149001,CDY29224,A0A078G7D5
GSBRNA2T00042155001,CDY29228,A0A078GX92
GSBRNA2T00042111001,CDY29205,A0A078GRT9
GSBRNA2T00042162001,CDY29234,A0A078GVQ2
GSBRNA2T00042103001,CDY29200,A0A078GRT5
GSBRNA2T00042122001,CDY29211,A0A078GUJ2
GSBRNA2T00042097001,CDY29196,A0A078GUI0
GSBRNA2T00042131001,CDY29215,A0A078GRV2
GSBRNA2T00042164001,CDY29236,A0A078GUL3
GSBRNA2T00042120001,CDY29210,A0A078GRU5
GSBRNA2T00042168001,CDY29240,A0A078GRX9
GSBRNA2T00042165001,CDY29237,A0A078GVS1
GSBRNA2T00042161001,CDY29233,A0A078GX97
GSBRNA2T00042084001,CDY29184,A0A078GVK4
GSBRNA2T00042174001,CDY29243,A0A078GXA3
GSBRNA2T00042090001,CDY29190,A0A078GRS3
GSBRNA2T00042087001,CDY29187,A0A078GVM0
GSBRNA2T00042132001,CDY29216,A0A078GUJ5
GSBRNA2T00042173001,CDY29242,A0A078GVS7
GSBRNA2T00042092001,CDY29192,A0A078FS83
GSBRNA2T00042126001,CDY29213,A0A078GX76
GSBRNA2T00042181001,CDY29248,A0A078GXA5
GSBRNA2T00042109001,CDY29204,A0A078GVM3
GSBRNA2T00042133001,CDY29217,A0A078GVP9
GSBRNA2T00042179001,CDY29246,A0A078GUM1
GSBRNA2T00042118001,CDY29208,A0A078GX69
GSBRNA2T00042151001,CDY29225,A0A078GRW3
GSBRNA2T00042140001,CDY29220,A0A078GRV7
GSBRNA2T00042094001,CDY29194,A0A078GVL4
GSBRNA2T00042123001,CDY29212,A0A078GVP4
GSBRNA2T00042144001,CDY29222,A0A078GVQ5
GSBRNA2T00042095001,CDY29195,A0A078GRS8
GSBRNA2T00042166001,CDY29238,A0A078GX99
GSBRNA2T00042089001,CDY29189,A0A078GVK9
GSBRNA2T00042178001,CDY29245,A0A078GRY4
GSBRNA2T00042156001,CDY29229,A0A078GVP8
GSBRNA2T00042108001,CDY29203,A0A078GX64
GSBRNA2T00042119001,CDY29209,A0A078GVM7
GSBRNA2T00042154001,CDY29227,A0A078GVR0
GSBRNA2T00042075001,CDY29180,A0A078GRR4
GSBRNA2T00042069001,CDY29178,A0A078GX41
GSBRNA2T00042116001,CDY29207,A0A078GVN6
GSBRNA2T00042100001,CDY29198,A0A078GX59
GSBRNA2T00042172001,CDY29241,A0A078GUL8
GSBRNA2T00042079001,CDY29183,A0A078GX45
GSBRNA2T00042182001,CDY29249,A0A078GVR4
GSBRNA2T00042078001,CDY29182,A0A078GVL5
GSBRNA2T00042088001,CDY29188,A0A078GX48
GSBRNA2T00072003001,CDY68201,A0A078JRB4
GSBRNA2T00081485001,CDY68957,A0A078JU09
GSBRNA2T00058650001,CDY67026,A0A078JMN9
GSBRNA2T00021372001,CDY22968,A0A078GEB4
GSBRNA2T00021383001,CDY22972,A0A078GD41
GSBRNA2T00021393001,CDY22979,A0A078GCB2
GSBRNA2T00021371001,CDY22967,A0A078GD35
GSBRNA2T00021440001,CDY23000,A0A078G9A5
GSBRNA2T00021343001,CDY22949,A0A078GC74
GSBRNA2T00021429001,CDY22996,A0A078GCA6
GSBRNA2T00021369001,CDY22965,A0A078G970
GSBRNA2T00021409001,CDY22987,A0A078GD61
GSBRNA2T00021368001,CDY22964,A0A078GC91
GSBRNA2T00021358001,CDY22957,A0A078GD27
GSBRNA2T00021407001,CDY22986,A0A078GC92
GSBRNA2T00021399001,CDY22981,A0A078GC88
GSBRNA2T00021418001,CDY22993,A0A078GED7
GSBRNA2T00021439001,CDY22999,A0A078GCD2
GSBRNA2T00021360001,CDY22959,A0A078GC84
GSBRNA2T00021370001,CDY22966,A0A078GC68
GSBRNA2T00021384001,CDY22973,A0A078GEB9
GSBRNA2T00021359001,CDY22958,A0A078GEA3
GSBRNA2T00021411001,CDY22988,A0A078GED3
GSBRNA2T00021367001,CDY22963,A0A078GEA8
GSBRNA2T00021337001,CDY22946,A0A078GC44
GSBRNA2T00021403001,CDY22985,A0A078G989
GSBRNA2T00021424001,CDY22994,A0A078GCC6
GSBRNA2T00021382001,CDY22971,A0A078GC76
GSBRNA2T00021402001,CDY22984,A0A078GCB7
GSBRNA2T00021414001,CDY22990,A0A078G995
GSBRNA2T00021365001,CDY22961,A0A078GC61
GSBRNA2T00021348001,CDY22951,A0A078GC51
GSBRNA2T00021354001,CDY22955,A0A078G958
GSBRNA2T00021351001,CDY22952,A0A078GD21
GSBRNA2T00021342001,CDY22948,A0A078GE84
GSBRNA2T00021390001,CDY22977,A0A078GD48
GSBRNA2T00021353001,CDY22954,A0A078GC79
GSBRNA2T00021398001,CDY22980,A0A078G987
GSBRNA2T00021385001,CDY22974,A0A078GCA7
GSBRNA2T00021347001,CDY22950,A0A078G953
GSBRNA2T00021400001,CDY22982,A0A078GD54
GSBRNA2T00021364001,CDY22960,A0A078G965
GSBRNA2T00021366001,CDY22962,A0A078GD31
GSBRNA2T00021427001,CDY22995,A0A078D4W3
GSBRNA2T00021401001,CDY22983,A0A078GEC9
GSBRNA2T00021386001,CDY22975,A0A078G982
GSBRNA2T00021437001,CDY22998,A0A078GEE3
GSBRNA2T00021379001,CDY22969,A0A078GC98
GSBRNA2T00021352001,CDY22953,A0A078GE94
GSBRNA2T00021412001,CDY22989,A0A078GCC2
GSBRNA2T00021415001,CDY22991,A0A078GC99
GSBRNA2T00021417001,CDY22992,A0A078GD67
GSBRNA2T00021389001,CDY22976,A0A078GC83
GSBRNA2T00021392001,CDY22978,A0A078GEC3
GSBRNA2T00021434001,CDY22997,A0A078GD72
GSBRNA2T00021380001,CDY22970,A0A078G975
GSBRNA2T00021357001,CDY22956,A0A078GC55
GSBRNA2T00021338001,CDY22947,A0A078GD17
GSBRNA2T00082012001,CDY69009,A0A078JQC8
GSBRNA2T00082013001,CDY69010,A0A078JRF6
GSBRNA2T00052106001,CDY66114,A0A078JHF2
GSBRNA2T00052103001,CDY66113,A0A078JEU7
GSBRNA2T00052107001,CDY66115,A0A078JHX3
GSBRNA2T00058697001,CDY67046,E3US75
GSBRNA2T00058697001,CDY67046,A5HU59
GSBRNA2T00058697001,CDY67046,Q42629
GSBRNA2T00058697001,CDY67046,E3US76
GSBRNA2T00058697001,CDY67046,A0A078JMQ2
GSBRNA2T00058695001,CDY67045,A0A078JKS7
GSBRNA2T00058691001,CDY67043,A0A078JHF8
GSBRNA2T00058694001,CDY67044,A0A078JJU4
GSBRNA2T00058699001,CDY67047,A0A078JNT7
GSBRNA2T00083043001,CDY69093,A0A078JNG5
GSBRNA2T00059693001,CDY67173,A0A078JHU6
GSBRNA2T00059696001,CDY67175,A0A078JL78
GSBRNA2T00059695001,CDY67174,A0A078JK54
GSBRNA2T00114985001,CDY02808,
GSBRNA2T00115046001,CDY02841,
GSBRNA2T00114990001,CDY02813,V9LYG1
GSBRNA2T00114910001,CDY02749,
GSBRNA2T00115088001,CDY02874,
GSBRNA2T00115094001,CDY02878,A0A078ETI0
GSBRNA2T00115057001,CDY02849,
GSBRNA2T00115014001,CDY02825,
GSBRNA2T00114927001,CDY02762,
GSBRNA2T00115058001,CDY02850,
GSBRNA2T00114943001,CDY02772,
GSBRNA2T00115079001,CDY02866,
GSBRNA2T00114929001,CDY02763,
GSBRNA2T00114950001,CDY02778,
GSBRNA2T00114947001,CDY02775,
GSBRNA2T00114999001,CDY02821,
GSBRNA2T00115061001,CDY02852,
GSBRNA2T00114983001,CDY02806,
GSBRNA2T00115084001,CDY02871,
GSBRNA2T00114897001,CDY02743,
GSBRNA2T00114967001,CDY02792,
GSBRNA2T00114942001,CDY02771,
GSBRNA2T00115096001,CDY02880,
GSBRNA2T00115044001,CDY02840,
GSBRNA2T00114896001,CDY02742,
GSBRNA2T00114963001,CDY02790,
GSBRNA2T00115037001,CDY02836,
GSBRNA2T00114989001,CDY02812,
GSBRNA2T00115090001,CDY02876,
GSBRNA2T00114903001,CDY02746,
GSBRNA2T00114934001,CDY02765,
GSBRNA2T00114991001,CDY02814,
GSBRNA2T00115023001,CDY02832,
GSBRNA2T00115085001,CDY02872,
GSBRNA2T00114916001,CDY02753,
GSBRNA2T00114984001,CDY02807,
GSBRNA2T00114953001,CDY02781,
GSBRNA2T00114945001,CDY02773,
GSBRNA2T00115068001,CDY02857,
GSBRNA2T00114915001,CDY02752,
GSBRNA2T00115021001,CDY02830,
GSBRNA2T00115078001,CDY02865,
GSBRNA2T00114949001,CDY02777,
GSBRNA2T00115019001,CDY02829,
GSBRNA2T00115099001,CDY02883,
GSBRNA2T00114992001,CDY02815,
GSBRNA2T00115092001,CDY02877,
GSBRNA2T00114908001,CDY02747,
GSBRNA2T00114973001,CDY02798,
GSBRNA2T00114976001,CDY02800,
GSBRNA2T00115106001,CDY02885,
GSBRNA2T00114957001,CDY02785,
GSBRNA2T00114954001,CDY02782,
GSBRNA2T00114962001,CDY02789,
GSBRNA2T00114969001,CDY02794,
GSBRNA2T00114902001,CDY02745,A0A078HJ73
GSBRNA2T00114952001,CDY02780,
GSBRNA2T00114998001,CDY02820,
GSBRNA2T00114968001,CDY02793,
GSBRNA2T00115054001,CDY02846,
GSBRNA2T00115097001,CDY02881,
GSBRNA2T00114926001,CDY02761,A0A078H0M8
GSBRNA2T00114923001,CDY02759,
GSBRNA2T00115016001,CDY02826,
GSBRNA2T00115000001,CDY02822,
GSBRNA2T00115071001,CDY02860,
GSBRNA2T00114895001,CDY02741,
GSBRNA2T00114919001,CDY02755,
GSBRNA2T00114921001,CDY02757,
GSBRNA2T00114937001,CDY02768,
GSBRNA2T00115047001,CDY02842,
GSBRNA2T00114920001,CDY02756,
GSBRNA2T00115022001,CDY02831,
GSBRNA2T00115053001,CDY02845,
GSBRNA2T00114939001,CDY02769,
GSBRNA2T00115072001,CDY02861,
GSBRNA2T00114959001,CDY02787,A0A078ENU6
GSBRNA2T00115056001,CDY02848,V9LYG7
GSBRNA2T00115081001,CDY02868,
GSBRNA2T00115095001,CDY02879,
GSBRNA2T00115055001,CDY02847,
GSBRNA2T00115064001,CDY02854,
GSBRNA2T00114958001,CDY02786,
GSBRNA2T00114941001,CDY02770,
GSBRNA2T00115065001,CDY02855,
GSBRNA2T00114951001,CDY02779,
GSBRNA2T00115083001,CDY02870,
GSBRNA2T00115080001,CDY02867,
GSBRNA2T00114986001,CDY02809,
GSBRNA2T00114987001,CDY02810,
GSBRNA2T00114925001,CDY02760,
GSBRNA2T00114935001,CDY02766,
GSBRNA2T00115052001,CDY02844,
GSBRNA2T00114980001,CDY02804,
GSBRNA2T00114993001,CDY02816,
GSBRNA2T00114894001,CDY02740,
GSBRNA2T00115070001,CDY02859,
GSBRNA2T00114975001,CDY02799,
GSBRNA2T00115017001,CDY02827,
GSBRNA2T00114948001,CDY02776,
GSBRNA2T00115074001,CDY02862,
GSBRNA2T00115039001,CDY02838,
GSBRNA2T00114964001,CDY02791,
GSBRNA2T00115059001,CDY02851,
GSBRNA2T00115008001,CDY02824,
GSBRNA2T00114988001,CDY02811,
GSBRNA2T00115038001,CDY02837,
GSBRNA2T00114913001,CDY02751,
GSBRNA2T00115104001,CDY02884,A0A078EQE4
GSBRNA2T00114956001,CDY02784,
GSBRNA2T00115089001,CDY02875,
GSBRNA2T00114930001,CDY02764,
GSBRNA2T00114909001,CDY02748,
GSBRNA2T00114972001,CDY02797,
GSBRNA2T00115082001,CDY02869,
GSBRNA2T00114978001,CDY02802,
GSBRNA2T00115069001,CDY02858,
GSBRNA2T00115041001,CDY02839,
GSBRNA2T00115063001,CDY02853,
GSBRNA2T00114918001,CDY02754,
GSBRNA2T00114911001,CDY02750,
GSBRNA2T00115077001,CDY02864,
GSBRNA2T00114898001,CDY02744,
GSBRNA2T00115032001,CDY02833,
GSBRNA2T00115067001,CDY02856,
GSBRNA2T00114971001,CDY02796,
GSBRNA2T00114996001,CDY02818,
GSBRNA2T00114994001,CDY02817,
GSBRNA2T00115076001,CDY02863,
GSBRNA2T00115018001,CDY02828,
GSBRNA2T00115001001,CDY02823,
GSBRNA2T00114955001,CDY02783,
GSBRNA2T00114970001,CDY02795,
GSBRNA2T00115036001,CDY02835,
GSBRNA2T00115098001,CDY02882,
GSBRNA2T00114936001,CDY02767,
GSBRNA2T00114946001,CDY02774,
GSBRNA2T00115034001,CDY02834,
GSBRNA2T00114979001,CDY02803,
GSBRNA2T00115086001,CDY02873,
GSBRNA2T00114997001,CDY02819,
GSBRNA2T00114893001,CDY02739,
GSBRNA2T00114961001,CDY02788,
GSBRNA2T00114982001,CDY02805,
GSBRNA2T00114922001,CDY02758,
GSBRNA2T00114977001,CDY02801,
GSBRNA2T00115051001,CDY02843,
GSBRNA2T00114892001,CDY02738,
GSBRNA2T00066924001,CDY67832,A0A078JR18
GSBRNA2T00025902001,CDY59339,A0A078J566
GSBRNA2T00025900001,CDY59337,A0A078J573
GSBRNA2T00025903001,CDY59340,A0A078J7I4
GSBRNA2T00025896001,CDY59336,A0A078J1E2
GSBRNA2T00083439001,CDY69113,A0A078JNI6
GSBRNA2T00064367001,CDY67529,A0A078JL56
GSBRNA2T00036248001,CDY62417,A0A078JCL4
GSBRNA2T00036249001,CDY62418,A0A078JDB5
GSBRNA2T00036250001,CDY62419,A0A078J742
GSBRNA2T00036251001,CDY62421,A0A078J9W8
GSBRNA2T00036252001,CDY62422,A0A078JAH3
GSBRNA2T00088818001,CDY69547,A0A078JVI9
GSBRNA2T00067624001,CDY67886,A0A078JQD9
GSBRNA2T00067625001,CDY67887,A0A078JR64
GSBRNA2T00066053001,CDY67712,A0A078JQP0
GSBRNA2T00046608001,CDY65445,A0A078JG33
GSBRNA2T00003615001,CDY51516,A0A078INK8
GSBRNA2T00003607001,CDY51509,A0A078IQ41
GSBRNA2T00003608001,CDY51510,A0A078IKE1
GSBRNA2T00003606001,CDY51508,A0A078IR15
GSBRNA2T00003611001,CDY51513,A0A078IR32
GSBRNA2T00003614001,CDY51515,A0A078IKH1
GSBRNA2T00003612001,CDY51514,A0A078IQ65
GSBRNA2T00003620001,CDY51520,A0A078IKH4
GSBRNA2T00003616001,CDY51517,A0A078INM3
GSBRNA2T00003609001,CDY51511,A0A078INJ8
GSBRNA2T00003618001,CDY51519,A0A078IQ77
GSBRNA2T00003610001,CDY51512,A0A078INM0
GSBRNA2T00003617001,CDY51518,A0A078IYJ1
GSBRNA2T00068337001,CDY67963,A0A078JKB9
GSBRNA2T00068338001,CDY67964,A0A078JMD6
GSBRNA2T00020707001,CDY57225,A0A078J3T8
GSBRNA2T00020703001,CDY57222,A0A078J1Q5
GSBRNA2T00020705001,CDY57223,A0A078J1Z1
GSBRNA2T00018046001,CDY56283,A0A078J2E6
GSBRNA2T00018036001,CDY56275,A0A078J0A9
GSBRNA2T00018040001,CDY56277,A0A078J2C1
GSBRNA2T00018048001,CDY56285,A0A078IWY2
GSBRNA2T00018041001,CDY56279,A0A078IWX8
GSBRNA2T00018043001,CDY56280,A0A078J028
GSBRNA2T00018039001,CDY56276,A0A078J2E4
GSBRNA2T00018047001,CDY56284,A0A078J2C6
GSBRNA2T00018045001,CDY56281,A0A078J0B2
GSBRNA2T00011400001,CDY71122,A0A078JZM9
GSBRNA2T00088141001,CDY69477,A0A078JVD9
GSBRNA2T00088143001,CDY69479,A0A078JRN3
GSBRNA2T00088142001,CDY69478,A0A078JPH4
GSBRNA2T00088870001,CDY69568,A0A078JPR0
GSBRNA2T00020023001,CDY71762,A0A078K1K2
GSBRNA2T00053648001,CDY66455,A0A078JJ08
GSBRNA2T00053646001,CDY66453,A0A078JFR4
GSBRNA2T00053647001,CDY66454,A0A078JIB5
GSBRNA2T00033670001,CDY61320,A0A078J503
GSBRNA2T00033671001,CDY61321,A0A078J805
GSBRNA2T00033667001,CDY61319,A0A078JBC0
GSBRNA2T00003883001,CDY51637,A0A078INX3
GSBRNA2T00003867001,CDY51627,A0A078INW3
GSBRNA2T00003882001,CDY51636,A0A078INV9
GSBRNA2T00003875001,CDY51632,A0A078INW8
GSBRNA2T00003876001,CDY51633,A0A078IRA8
GSBRNA2T00003874001,CDY51631,A0A078INV2
GSBRNA2T00003871001,CDY51630,A0A078IKQ7
GSBRNA2T00003870001,CDY51629,A0A078IQG5
GSBRNA2T00003879001,CDY51635,A0A078IKR1
GSBRNA2T00003877001,CDY51634,A0A078IQG9
GSBRNA2T00003869001,CDY51628,A0A078IRA3
GSBRNA2T00016887001,CDY71528,A0A078JVC7
GSBRNA2T00030275001,CDY60938,A0A078J7D4
GSBRNA2T00030273001,CDY60937,A0A078J482
GSBRNA2T00025229001,CDY72149,A0A078JZM1
GSBRNA2T00029672001,CDY72438,A0A078JXR5
GSBRNA2T00010956001,CDY71063,A0A078JU20
GSBRNA2T00010424001,CDY53310,A0A078IQA0
GSBRNA2T00010419001,CDY53307,A0A078ITH5
GSBRNA2T00010417001,CDY53305,A0A078IQ93
GSBRNA2T00010426001,CDY53312,A0A078ITI1
GSBRNA2T00010422001,CDY53309,A0A078IV69
GSBRNA2T00010416001,CDY53304,A0A078IV63
GSBRNA2T00010418001,CDY53306,A0A078ITZ2
GSBRNA2T00010428001,CDY53313,A0A078IWF4
GSBRNA2T00010420001,CDY53308,A0A078IWE9
GSBRNA2T00010429001,CDY53314,A0A078IV74
GSBRNA2T00010430001,CDY53315,A0A078IQA7
GSBRNA2T00010425001,CDY53311,A0A078ITZ6
GSBRNA2T00059730001,CDY67191,A0A078JN58
GSBRNA2T00059729001,CDY67190,A0A078JL93
GSBRNA2T00088526001,CDY69543,A0A078JPN8
GSBRNA2T00065204001,CDY67616,A0A078JPH1
GSBRNA2T00007340001,CDY70775,A0A078JWK7
GSBRNA2T00022494001,CDY71913,A0A078JW91
GSBRNA2T00022494001,CDY71913,Q6YSM3
GSBRNA2T00066654001,CDY38830,A0A078HJY5
GSBRNA2T00066656001,CDY38832,A0A078HLQ8
