arabidopsis,tomato,Group Number
AT2G24740,Solyc09g082050.4,OG0000701
AT1G73100,Solyc10g077070.2,OG0000701
AT1G73100,Solyc09g082050.4,OG0000701
AT2G05900,Solyc10g077070.2,OG0000701
AT2G05900,Solyc09g082050.4,OG0000701
AT5G04940,Solyc10g077070.2,OG0000701
AT5G04940,Solyc09g082050.4,OG0000701
AT5G04310,Solyc11g008140.3,OG0003150
AT5G04310,Solyc05g055510.3,OG0003150
AT5G04310,Solyc03g071570.3,OG0003150
AT5G52240,Solyc03g025950.4,OG0003196
AT5G52240,Solyc06g035870.3,OG0003196
AT5G52240,Solyc03g150102.1,OG0003196
AT4G39280,Solyc10g007060.4,OG0004404
AT4G39280,Solyc02g090860.3,OG0004404
AT1G71450,Solyc11g042580.1,OG0009613
AT5G22790,Solyc11g066740.2,OG0012538
AT4G11610,Solyc08g008020.1,OG0004433
AT4G11610,Solyc01g094410.3,OG0004433
AT5G05000,Solyc03g095220.3,OG0005894
AT5G05000,Solyc05g052160.4,OG0005894
AT3G15370,Solyc07g063210.3,OG0010831
AT5G06530,Solyc01g006720.4,OG0013636
AT5G27620,Solyc04g072880.3,OG0005770
AT5G27620,Solyc01g099310.4,OG0005770
AT2G01100,Solyc05g008440.3,OG0007450
AT4G29510,Solyc12g008760.3,OG0003609
AT2G19670,Solyc12g008760.3,OG0003609
AT5G52020,Solyc06g035700.1,OG0013612
AT4G14540,Solyc07g065500.2,OG0004228
AT4G14540,Solyc12g006120.3,OG0004228
AT3G24630,Solyc07g032710.4,OG0005665
AT3G24630,Solyc12g007140.3,OG0005665
AT5G43940,Solyc09g064370.4,OG0012925
AT4G09640,Solyc10g044640.3,OG0001493
AT4G09640,Solyc01g111190.4,OG0001493
AT4G09640,Solyc01g103760.3,OG0001493
AT1G34470,Solyc10g044640.3,OG0001493
AT1G34470,Solyc01g111190.4,OG0001493
AT1G34470,Solyc01g103760.3,OG0001493
AT2G18790,Solyc01g059870.4,OG0002113
AT2G18790,Solyc05g053410.4,OG0002113
AT4G16250,Solyc01g059870.4,OG0002113
AT4G16250,Solyc05g053410.4,OG0002113
AT3G27260,Solyc02g093880.3,OG0005469
AT3G27260,Solyc03g111090.4,OG0005469
AT3G07860,Solyc11g008730.2,OG0011355
AT2G44750,Solyc09g074970.3,OG0003797
AT1G02880,Solyc09g074970.3,OG0003797
AT2G47530,Solyc09g075410.4,OG0000939
AT3G62680,Solyc09g075410.4,OG0000939
AT1G54970,Solyc09g075410.4,OG0000939
AT2G47540,Solyc09g075410.4,OG0000939
AT4G02270,Solyc09g075410.4,OG0000939
AT4G17240,Solyc04g014850.3,OG0004107
AT4G17240,Solyc11g012610.2,OG0004107
AT2G32940,Solyc07g049500.3,OG0006980
AT3G14750,Solyc07g062110.3,OG0011890
AT1G19340,Solyc04g079950.4,OG0009474
AT3G47930,Solyc10g079470.3,OG0010717
AT5G61360,Solyc03g115730.3,OG0005846
AT5G07730,Solyc03g115730.3,OG0005846
AT3G46750,Solyc06g076370.4,OG0011460
AT5G64570,Solyc10g047030.3,OG0001771
AT5G64570,Solyc01g104950.4,OG0001771
AT5G09700,Solyc10g047030.3,OG0001771
AT5G09700,Solyc01g104950.4,OG0001771
AT5G09730,Solyc10g047030.3,OG0001771
AT5G09730,Solyc01g104950.4,OG0001771
AT5G64090,Solyc10g047210.1,OG0012982
AT5G38300,Solyc02g086140.2,OG0005019
AT1G67035,Solyc02g086140.2,OG0005019
AT5G62810,Solyc03g114330.3,OG0005741
AT5G62810,Solyc06g071470.4,OG0005741
AT5G46280,Solyc02g070780.4,OG0012822
AT3G04360,Solyc04g050130.1,OG0002864
AT3G04360,Solyc07g008070.1,OG0002864
AT3G04360,Solyc05g055920.4,OG0002864
AT2G20320,Solyc06g083710.3,OG0006476
AT2G37320,Solyc09g005990.4,OG0007008
AT1G43310,Solyc03g112870.3,OG0005090
AT5G33320,Solyc03g112870.3,OG0005090
AT5G27670,Solyc01g099410.3,OG0013320
AT1G72390,Solyc06g063010.4,OG0009178
AT4G23730,Solyc08g081930.3,OG0007979
AT3G25980,Solyc05g014370.3,OG0011872
AT1G08960,Solyc01g098800.4,OG0010237
AT5G35840,Solyc07g045480.3,OG0013677
AT2G20810,Solyc04g064490.3,OG0006854
AT1G67025,Solyc02g086210.4,OG0000444
AT1G67025,Solyc12g036320.3,OG0000444
AT1G67025,Solyc03g119240.3,OG0000444
AT1G67025,Solyc03g007220.3,OG0000444
AT1G67025,Solyc03g083480.4,OG0000444
AT1G67025,Solyc12g036330.1,OG0000444
AT1G67025,Solyc03g119230.1,OG0000444
AT1G67025,Solyc02g086270.4,OG0000444
AT1G18390,Solyc02g086210.4,OG0000444
AT1G18390,Solyc12g036320.3,OG0000444
AT1G18390,Solyc03g119240.3,OG0000444
AT1G18390,Solyc03g007220.3,OG0000444
AT1G18390,Solyc03g083480.4,OG0000444
AT1G18390,Solyc12g036330.1,OG0000444
AT1G18390,Solyc03g119230.1,OG0000444
AT1G18390,Solyc02g086270.4,OG0000444
AT3G07510,Solyc09g047930.1,OG0011907
AT4G02425,Solyc06g009120.3,OG0007614
AT2G35390,Solyc08g077200.4,OG0003852
AT1G32380,Solyc08g077200.4,OG0003852
AT4G16780,Solyc06g060830.3,OG0002284
AT4G16780,Solyc08g078300.4,OG0002284
AT4G16780,Solyc08g007270.4,OG0002284
AT5G28340,Solyc03g083280.4,OG0000645
AT3G60980,Solyc03g083280.4,OG0000645
AT3G61723,Solyc03g083280.4,OG0000645
AT5G28380,Solyc03g083280.4,OG0000645
AT3G49240,Solyc03g083280.4,OG0000645
AT3G61740,Solyc03g083280.4,OG0000645
AT3G60960,Solyc03g083280.4,OG0000645
AT5G18240,Solyc10g085620.2,OG0003039
AT5G18240,Solyc10g083340.3,OG0003039
AT3G04030,Solyc10g085620.2,OG0003039
AT3G04030,Solyc10g083340.3,OG0003039
AT3G17810,Solyc03g097910.4,OG0011731
AT5G61350,Solyc03g115710.1,OG0012916
AT2G38310,Solyc10g076410.1,OG0001887
AT2G38310,Solyc10g085310.1,OG0001887
AT2G38310,Solyc09g015380.1,OG0001887
AT1G69526,Solyc06g084030.3,OG0002634
AT1G69523,Solyc06g084030.3,OG0002634
AT1G69520,Solyc06g084030.3,OG0002634
AT4G09750,Solyc04g072034.1,OG0004413
AT4G09750,Solyc04g072033.1,OG0004413
AT2G16953,Solyc01g111780.4,OG0001891
AT2G16950,Solyc01g111780.4,OG0001891
AT2G16960,Solyc01g111780.4,OG0001891
AT3G49170,Solyc01g097670.4,OG0011097
AT3G62040,Solyc01g068630.3,OG0011931
AT1G20910,Solyc04g025930.3,OG0000814
AT1G20910,Solyc04g082820.4,OG0000814
AT1G20910,Solyc12g094740.3,OG0000814
AT1G20910,Solyc05g150102.1,OG0000814
AT1G20910,Solyc12g038750.2,OG0000814
AT1G76510,Solyc04g025930.3,OG0000814
AT1G76510,Solyc04g082820.4,OG0000814
AT1G76510,Solyc12g094740.3,OG0000814
AT1G76510,Solyc05g150102.1,OG0000814
AT1G76510,Solyc12g038750.2,OG0000814
AT5G45310,Solyc08g075150.3,OG0013529
AT5G12370,Solyc10g019100.2,OG0005850
AT5G12370,Solyc03g095410.3,OG0005850
AT5G19830,Solyc02g093030.3,OG0012560
AT5G55820,Solyc07g065600.3,OG0013721
AT1G15780,Solyc04g009500.4,OG0008715
AT4G21100,Solyc02g021650.3,OG0004166
AT4G05420,Solyc02g021650.3,OG0004166
AT5G46580,Solyc08g077140.1,OG0012594
AT3G62420,Solyc06g009640.2,OG0005391
AT3G62420,Solyc01g079480.3,OG0005391
AT1G50710,Solyc12g005050.2,OG0010336
AT1G24530,Solyc03g111780.1,OG0008947
AT2G38320,Solyc09g015350.4,OG0006981
AT4G18180,Solyc01g066070.3,OG0008055
AT3G60640,Solyc08g078820.3,OG0011375
AT4G29560,Solyc07g026640.3,OG0008205
AT3G13300,Solyc12g062490.1,OG0000451
AT3G13300,Solyc10g005920.4,OG0000451
AT3G13300,Solyc11g039850.1,OG0000451
AT3G13300,Solyc07g021140.1,OG0000451
AT3G13300,Solyc11g032180.1,OG0000451
AT3G13300,Solyc03g071660.2,OG0000451
AT3G13300,Solyc02g005370.1,OG0000451
AT3G13300,Solyc07g065950.4,OG0000451
AT3G13290,Solyc12g062490.1,OG0000451
AT3G13290,Solyc10g005920.4,OG0000451
AT3G13290,Solyc11g039850.1,OG0000451
AT3G13290,Solyc07g021140.1,OG0000451
AT3G13290,Solyc11g032180.1,OG0000451
AT3G13290,Solyc03g071660.2,OG0000451
AT3G13290,Solyc02g005370.1,OG0000451
AT3G13290,Solyc07g065950.4,OG0000451
AT3G13550,Solyc01g005840.3,OG0011915
AT3G17660,Solyc03g098500.4,OG0011891
AT5G42400,Solyc01g006880.4,OG0012657
AT1G34000,Solyc12g056620.2,OG0009095
AT1G48850,Solyc04g009620.4,OG0004907
AT1G48850,Solyc04g049350.4,OG0004907
AT5G50175,Solyc03g112240.1,OG0006023
AT5G50175,Solyc06g071760.1,OG0006023
AT3G19050,Solyc01g108670.4,OG0010827
AT5G62470,Solyc06g069850.3,OG0002899
AT5G62470,Solyc03g116100.3,OG0002899
AT3G47600,Solyc06g069850.3,OG0002899
AT3G47600,Solyc03g116100.3,OG0002899
AT1G53460,Solyc12g044440.2,OG0002825
AT1G53460,Solyc10g007440.3,OG0002825
AT1G53460,Solyc10g007460.4,OG0002825
AT3G63460,Solyc01g088020.3,OG0004656
AT1G18830,Solyc01g088020.3,OG0004656
AT1G27000,Solyc08g005230.3,OG0009744
AT1G07890,Solyc06g005150.3,OG0010382
AT1G52140,Solyc12g044420.1,OG0000620
AT1G52140,Solyc06g066510.1,OG0000620
AT1G52140,Solyc06g066500.1,OG0000620
AT1G52140,Solyc03g120930.1,OG0000620
AT1G52140,Solyc06g066490.1,OG0000620
AT1G52140,Solyc06g066520.1,OG0000620
AT3G16330,Solyc12g044420.1,OG0000620
AT3G16330,Solyc06g066510.1,OG0000620
AT3G16330,Solyc06g066500.1,OG0000620
AT3G16330,Solyc03g120930.1,OG0000620
AT3G16330,Solyc06g066490.1,OG0000620
AT3G16330,Solyc06g066520.1,OG0000620
AT1G06690,Solyc07g043570.3,OG0009190
AT3G28960,Solyc03g013160.4,OG0010618
AT1G65210,Solyc11g011310.3,OG0000416
AT1G65210,Solyc11g011290.3,OG0000416
AT1G65210,Solyc11g011280.3,OG0000416
AT1G65210,Solyc11g011270.1,OG0000416
AT1G65210,Solyc11g011300.2,OG0000416
AT1G65210,Solyc04g014450.1,OG0000416
AT4G37950,Solyc11g011310.3,OG0000416
AT4G37950,Solyc11g011290.3,OG0000416
AT4G37950,Solyc11g011280.3,OG0000416
AT4G37950,Solyc11g011270.1,OG0000416
AT4G37950,Solyc11g011300.2,OG0000416
AT4G37950,Solyc04g014450.1,OG0000416
AT2G22620,Solyc11g011310.3,OG0000416
AT2G22620,Solyc11g011290.3,OG0000416
AT2G22620,Solyc11g011280.3,OG0000416
AT2G22620,Solyc11g011270.1,OG0000416
AT2G22620,Solyc11g011300.2,OG0000416
AT2G22620,Solyc04g014450.1,OG0000416
AT4G38030,Solyc11g011310.3,OG0000416
AT4G38030,Solyc11g011290.3,OG0000416
AT4G38030,Solyc11g011280.3,OG0000416
AT4G38030,Solyc11g011270.1,OG0000416
AT4G38030,Solyc11g011300.2,OG0000416
AT4G38030,Solyc04g014450.1,OG0000416
AT5G35520,Solyc03g114520.3,OG0012934
AT1G14270,Solyc05g007500.4,OG0010256
AT1G11040,Solyc11g040400.1,OG0002697
AT1G11040,Solyc11g044450.3,OG0002697
AT1G11040,Solyc06g060240.1,OG0002697
AT2G24430,Solyc05g010740.2,OG0003965
AT2G24430,Solyc08g006020.4,OG0003965
AT3G01380,Solyc02g087170.4,OG0011595
AT5G46110,Solyc10g008980.4,OG0013512
AT3G62770,Solyc08g006010.3,OG0003411
AT2G47720,Solyc08g006010.3,OG0003411
AT2G06025,Solyc05g025890.3,OG0007302
AT3G10150,Solyc04g016490.4,OG0011346
AT5G60410,Solyc11g069160.3,OG0001787
AT5G60410,Solyc06g010100.2,OG0001787
AT5G60410,Solyc06g010000.3,OG0001787
AT5G60410,Solyc06g010120.1,OG0001787
AT4G02580,Solyc09g065830.4,OG0008309
AT4G02550,Solyc03g096007.1,OG0000062
AT4G02550,Solyc07g150137.1,OG0000062
AT4G02550,Solyc09g064273.1,OG0000062
AT4G02550,Solyc08g022025.1,OG0000062
AT4G02550,Solyc04g014855.1,OG0000062
AT4G02550,Solyc11g150104.1,OG0000062
AT4G02550,Solyc08g036503.1,OG0000062
AT4G02550,Solyc03g096433.1,OG0000062
AT4G02550,Solyc04g051155.1,OG0000062
AT4G02550,Solyc02g061825.1,OG0000062
AT4G02550,Solyc11g028025.1,OG0000062
AT4G02550,Solyc12g036870.3,OG0000062
AT4G02550,Solyc10g018645.1,OG0000062
AT4G02550,Solyc05g150153.1,OG0000062
AT4G02550,Solyc08g066480.3,OG0000062
AT4G02550,Solyc09g091820.4,OG0000062
AT4G02550,Solyc10g017753.1,OG0000062
AT4G02550,Solyc05g044540.3,OG0000062
AT4G02550,Solyc04g014853.1,OG0000062
AT4G02550,Solyc10g017757.1,OG0000062
AT4G02550,Solyc05g044545.1,OG0000062
AT4G02550,Solyc01g097250.4,OG0000062
AT4G02550,Solyc06g075675.1,OG0000062
AT4G02550,Solyc06g034310.4,OG0000062
AT4G02550,Solyc05g018840.1,OG0000062
AT4G02550,Solyc05g018830.2,OG0000062
AT4G02550,Solyc03g044933.1,OG0000062
AT4G02550,Solyc12g036860.3,OG0000062
AT4G02550,Solyc02g150109.1,OG0000062
AT4G02550,Solyc09g150140.1,OG0000062
AT4G02550,Solyc02g021067.1,OG0000062
AT5G41980,Solyc03g096007.1,OG0000062
AT5G41980,Solyc07g150137.1,OG0000062
AT5G41980,Solyc09g064273.1,OG0000062
AT5G41980,Solyc08g022025.1,OG0000062
AT5G41980,Solyc04g014855.1,OG0000062
AT5G41980,Solyc11g150104.1,OG0000062
AT5G41980,Solyc08g036503.1,OG0000062
AT5G41980,Solyc03g096433.1,OG0000062
AT5G41980,Solyc04g051155.1,OG0000062
AT5G41980,Solyc02g061825.1,OG0000062
AT5G41980,Solyc11g028025.1,OG0000062
AT5G41980,Solyc12g036870.3,OG0000062
AT5G41980,Solyc10g018645.1,OG0000062
AT5G41980,Solyc05g150153.1,OG0000062
AT5G41980,Solyc08g066480.3,OG0000062
AT5G41980,Solyc09g091820.4,OG0000062
AT5G41980,Solyc10g017753.1,OG0000062
AT5G41980,Solyc05g044540.3,OG0000062
AT5G41980,Solyc04g014853.1,OG0000062
AT5G41980,Solyc10g017757.1,OG0000062
AT5G41980,Solyc05g044545.1,OG0000062
AT5G41980,Solyc01g097250.4,OG0000062
AT5G41980,Solyc06g075675.1,OG0000062
AT5G41980,Solyc06g034310.4,OG0000062
AT5G41980,Solyc05g018840.1,OG0000062
AT5G41980,Solyc05g018830.2,OG0000062
AT5G41980,Solyc03g044933.1,OG0000062
AT5G41980,Solyc12g036860.3,OG0000062
AT5G41980,Solyc02g150109.1,OG0000062
AT5G41980,Solyc09g150140.1,OG0000062
AT5G41980,Solyc02g021067.1,OG0000062
AT3G24160,Solyc03g096007.1,OG0000062
AT3G24160,Solyc07g150137.1,OG0000062
AT3G24160,Solyc09g064273.1,OG0000062
AT3G24160,Solyc08g022025.1,OG0000062
AT3G24160,Solyc04g014855.1,OG0000062
AT3G24160,Solyc11g150104.1,OG0000062
AT3G24160,Solyc08g036503.1,OG0000062
AT3G24160,Solyc03g096433.1,OG0000062
AT3G24160,Solyc04g051155.1,OG0000062
AT3G24160,Solyc02g061825.1,OG0000062
AT3G24160,Solyc11g028025.1,OG0000062
AT3G24160,Solyc12g036870.3,OG0000062
AT3G24160,Solyc10g018645.1,OG0000062
AT3G24160,Solyc05g150153.1,OG0000062
AT3G24160,Solyc08g066480.3,OG0000062
AT3G24160,Solyc09g091820.4,OG0000062
AT3G24160,Solyc10g017753.1,OG0000062
AT3G24160,Solyc05g044540.3,OG0000062
AT3G24160,Solyc04g014853.1,OG0000062
AT3G24160,Solyc10g017757.1,OG0000062
AT3G24160,Solyc05g044545.1,OG0000062
AT3G24160,Solyc01g097250.4,OG0000062
AT3G24160,Solyc06g075675.1,OG0000062
AT3G24160,Solyc06g034310.4,OG0000062
AT3G24160,Solyc05g018840.1,OG0000062
AT3G24160,Solyc05g018830.2,OG0000062
AT3G24160,Solyc03g044933.1,OG0000062
AT3G24160,Solyc12g036860.3,OG0000062
AT3G24160,Solyc02g150109.1,OG0000062
AT3G24160,Solyc09g150140.1,OG0000062
AT3G24160,Solyc02g021067.1,OG0000062
AT5G35695,Solyc03g096007.1,OG0000062
AT5G35695,Solyc07g150137.1,OG0000062
AT5G35695,Solyc09g064273.1,OG0000062
AT5G35695,Solyc08g022025.1,OG0000062
AT5G35695,Solyc04g014855.1,OG0000062
AT5G35695,Solyc11g150104.1,OG0000062
AT5G35695,Solyc08g036503.1,OG0000062
AT5G35695,Solyc03g096433.1,OG0000062
AT5G35695,Solyc04g051155.1,OG0000062
AT5G35695,Solyc02g061825.1,OG0000062
AT5G35695,Solyc11g028025.1,OG0000062
AT5G35695,Solyc12g036870.3,OG0000062
AT5G35695,Solyc10g018645.1,OG0000062
AT5G35695,Solyc05g150153.1,OG0000062
AT5G35695,Solyc08g066480.3,OG0000062
AT5G35695,Solyc09g091820.4,OG0000062
AT5G35695,Solyc10g017753.1,OG0000062
AT5G35695,Solyc05g044540.3,OG0000062
AT5G35695,Solyc04g014853.1,OG0000062
AT5G35695,Solyc10g017757.1,OG0000062
AT5G35695,Solyc05g044545.1,OG0000062
AT5G35695,Solyc01g097250.4,OG0000062
AT5G35695,Solyc06g075675.1,OG0000062
AT5G35695,Solyc06g034310.4,OG0000062
AT5G35695,Solyc05g018840.1,OG0000062
AT5G35695,Solyc05g018830.2,OG0000062
AT5G35695,Solyc03g044933.1,OG0000062
AT5G35695,Solyc12g036860.3,OG0000062
AT5G35695,Solyc02g150109.1,OG0000062
AT5G35695,Solyc09g150140.1,OG0000062
AT5G35695,Solyc02g021067.1,OG0000062
AT2G37500,Solyc09g010420.4,OG0007006
AT1G32710,Solyc08g077410.4,OG0010132
AT5G56840,Solyc12g008800.3,OG0005940
AT5G56840,Solyc07g026680.2,OG0005940
AT1G73805,Solyc03g119250.4,OG0004948
AT1G73805,Solyc12g036390.2,OG0004948
AT1G06270,Solyc01g088490.3,OG0010367
AT1G69640,Solyc01g010860.3,OG0009445
AT1G76550,Solyc12g095760.2,OG0005066
AT1G20950,Solyc12g095760.2,OG0005066
AT4G14680,Solyc09g082860.3,OG0004059
AT3G22890,Solyc09g082860.3,OG0004059
AT5G26760,Solyc01g101010.4,OG0012576
AT1G30300,Solyc08g023500.4,OG0004164
AT4G03610,Solyc08g023500.4,OG0004164
AT1G73430,Solyc04g008640.3,OG0002817
AT1G73430,Solyc07g017520.4,OG0002817
AT1G73430,Solyc07g017530.4,OG0002817
AT2G44200,Solyc02g084340.3,OG0007183
AT3G01500,Solyc02g086820.3,OG0002855
AT3G01500,Solyc02g067750.4,OG0002855
AT5G14740,Solyc02g086820.3,OG0002855
AT5G14740,Solyc02g067750.4,OG0002855
AT4G26680,Solyc07g047620.3,OG0004427
AT1G05670,Solyc07g047620.3,OG0004427
AT5G04360,Solyc11g008050.1,OG0012622
AT5G42650,Solyc04g079730.1,OG0012408
AT3G48110,Solyc01g090200.4,OG0011916
AT3G14430,Solyc03g058340.3,OG0011152
AT2G40070,Solyc03g096110.3,OG0000167
AT2G40070,Solyc03g096250.3,OG0000167
AT2G40070,Solyc03g096120.1,OG0000167
AT2G40070,Solyc03g096100.2,OG0000167
AT2G40070,Solyc03g096140.2,OG0000167
AT2G40070,Solyc03g096260.3,OG0000167
AT2G40070,Solyc03g096150.3,OG0000167
AT2G40070,Solyc03g096080.4,OG0000167
AT2G40070,Solyc04g150148.1,OG0000167
AT2G40070,Solyc03g096180.4,OG0000167
AT2G40070,Solyc05g052715.1,OG0000167
AT2G40070,Solyc03g096090.4,OG0000167
AT2G40070,Solyc03g096130.2,OG0000167
AT2G40070,Solyc03g096160.3,OG0000167
AT5G01280,Solyc03g096110.3,OG0000167
AT5G01280,Solyc03g096250.3,OG0000167
AT5G01280,Solyc03g096120.1,OG0000167
AT5G01280,Solyc03g096100.2,OG0000167
AT5G01280,Solyc03g096140.2,OG0000167
AT5G01280,Solyc03g096260.3,OG0000167
AT5G01280,Solyc03g096150.3,OG0000167
AT5G01280,Solyc03g096080.4,OG0000167
AT5G01280,Solyc04g150148.1,OG0000167
AT5G01280,Solyc03g096180.4,OG0000167
AT5G01280,Solyc05g052715.1,OG0000167
AT5G01280,Solyc03g096090.4,OG0000167
AT5G01280,Solyc03g096130.2,OG0000167
AT5G01280,Solyc03g096160.3,OG0000167
AT2G40110,Solyc03g096110.3,OG0000167
AT2G40110,Solyc03g096250.3,OG0000167
AT2G40110,Solyc03g096120.1,OG0000167
AT2G40110,Solyc03g096100.2,OG0000167
AT2G40110,Solyc03g096140.2,OG0000167
AT2G40110,Solyc03g096260.3,OG0000167
AT2G40110,Solyc03g096150.3,OG0000167
AT2G40110,Solyc03g096080.4,OG0000167
AT2G40110,Solyc04g150148.1,OG0000167
AT2G40110,Solyc03g096180.4,OG0000167
AT2G40110,Solyc05g052715.1,OG0000167
AT2G40110,Solyc03g096090.4,OG0000167
AT2G40110,Solyc03g096130.2,OG0000167
AT2G40110,Solyc03g096160.3,OG0000167
AT3G09000,Solyc03g096110.3,OG0000167
AT3G09000,Solyc03g096250.3,OG0000167
AT3G09000,Solyc03g096120.1,OG0000167
AT3G09000,Solyc03g096100.2,OG0000167
AT3G09000,Solyc03g096140.2,OG0000167
AT3G09000,Solyc03g096260.3,OG0000167
AT3G09000,Solyc03g096150.3,OG0000167
AT3G09000,Solyc03g096080.4,OG0000167
AT3G09000,Solyc04g150148.1,OG0000167
AT3G09000,Solyc03g096180.4,OG0000167
AT3G09000,Solyc05g052715.1,OG0000167
AT3G09000,Solyc03g096090.4,OG0000167
AT3G09000,Solyc03g096130.2,OG0000167
AT3G09000,Solyc03g096160.3,OG0000167
AT2G22430,Solyc04g074700.4,OG0001350
AT2G22430,Solyc11g010270.2,OG0001350
AT2G22430,Solyc05g051460.3,OG0001350
AT4G40060,Solyc04g074700.4,OG0001350
AT4G40060,Solyc11g010270.2,OG0001350
AT4G40060,Solyc05g051460.3,OG0001350
AT4G32160,Solyc08g042130.2,OG0003482
AT2G25350,Solyc08g042130.2,OG0003482
AT3G04960,Solyc01g098270.1,OG0000109
AT3G04960,Solyc01g098310.3,OG0000109
AT3G04960,Solyc01g098300.1,OG0000109
AT3G04960,Solyc01g067780.1,OG0000109
AT3G04960,Solyc01g005700.3,OG0000109
AT3G04960,Solyc01g098330.1,OG0000109
AT3G04960,Solyc07g039220.1,OG0000109
AT3G04960,Solyc01g098340.3,OG0000109
AT3G04960,Solyc01g098250.4,OG0000109
AT3G04960,Solyc01g057660.1,OG0000109
AT3G04960,Solyc01g098280.4,OG0000109
AT3G04960,Solyc12g042035.1,OG0000109
AT3G04960,Solyc01g057670.1,OG0000109
AT3G04960,Solyc03g032065.1,OG0000109
AT3G04960,Solyc08g029220.3,OG0000109
AT5G18730,Solyc01g098270.1,OG0000109
AT5G18730,Solyc01g098310.3,OG0000109
AT5G18730,Solyc01g098300.1,OG0000109
AT5G18730,Solyc01g067780.1,OG0000109
AT5G18730,Solyc01g005700.3,OG0000109
AT5G18730,Solyc01g098330.1,OG0000109
AT5G18730,Solyc07g039220.1,OG0000109
AT5G18730,Solyc01g098340.3,OG0000109
AT5G18730,Solyc01g098250.4,OG0000109
AT5G18730,Solyc01g057660.1,OG0000109
AT5G18730,Solyc01g098280.4,OG0000109
AT5G18730,Solyc12g042035.1,OG0000109
AT5G18730,Solyc01g057670.1,OG0000109
AT5G18730,Solyc03g032065.1,OG0000109
AT5G18730,Solyc08g029220.3,OG0000109
AT5G18740,Solyc01g098270.1,OG0000109
AT5G18740,Solyc01g098310.3,OG0000109
AT5G18740,Solyc01g098300.1,OG0000109
AT5G18740,Solyc01g067780.1,OG0000109
AT5G18740,Solyc01g005700.3,OG0000109
AT5G18740,Solyc01g098330.1,OG0000109
AT5G18740,Solyc07g039220.1,OG0000109
AT5G18740,Solyc01g098340.3,OG0000109
AT5G18740,Solyc01g098250.4,OG0000109
AT5G18740,Solyc01g057660.1,OG0000109
AT5G18740,Solyc01g098280.4,OG0000109
AT5G18740,Solyc12g042035.1,OG0000109
AT5G18740,Solyc01g057670.1,OG0000109
AT5G18740,Solyc03g032065.1,OG0000109
AT5G18740,Solyc08g029220.3,OG0000109
AT3G06340,Solyc01g098270.1,OG0000109
AT3G06340,Solyc01g098310.3,OG0000109
AT3G06340,Solyc01g098300.1,OG0000109
AT3G06340,Solyc01g067780.1,OG0000109
AT3G06340,Solyc01g005700.3,OG0000109
AT3G06340,Solyc01g098330.1,OG0000109
AT3G06340,Solyc07g039220.1,OG0000109
AT3G06340,Solyc01g098340.3,OG0000109
AT3G06340,Solyc01g098250.4,OG0000109
AT3G06340,Solyc01g057660.1,OG0000109
AT3G06340,Solyc01g098280.4,OG0000109
AT3G06340,Solyc12g042035.1,OG0000109
AT3G06340,Solyc01g057670.1,OG0000109
AT3G06340,Solyc03g032065.1,OG0000109
AT3G06340,Solyc08g029220.3,OG0000109
AT4G27980,Solyc01g098270.1,OG0000109
AT4G27980,Solyc01g098310.3,OG0000109
AT4G27980,Solyc01g098300.1,OG0000109
AT4G27980,Solyc01g067780.1,OG0000109
AT4G27980,Solyc01g005700.3,OG0000109
AT4G27980,Solyc01g098330.1,OG0000109
AT4G27980,Solyc07g039220.1,OG0000109
AT4G27980,Solyc01g098340.3,OG0000109
AT4G27980,Solyc01g098250.4,OG0000109
AT4G27980,Solyc01g057660.1,OG0000109
AT4G27980,Solyc01g098280.4,OG0000109
AT4G27980,Solyc12g042035.1,OG0000109
AT4G27980,Solyc01g057670.1,OG0000109
AT4G27980,Solyc03g032065.1,OG0000109
AT4G27980,Solyc08g029220.3,OG0000109
AT5G18710,Solyc01g098270.1,OG0000109
AT5G18710,Solyc01g098310.3,OG0000109
AT5G18710,Solyc01g098300.1,OG0000109
AT5G18710,Solyc01g067780.1,OG0000109
AT5G18710,Solyc01g005700.3,OG0000109
AT5G18710,Solyc01g098330.1,OG0000109
AT5G18710,Solyc07g039220.1,OG0000109
AT5G18710,Solyc01g098340.3,OG0000109
AT5G18710,Solyc01g098250.4,OG0000109
AT5G18710,Solyc01g057660.1,OG0000109
AT5G18710,Solyc01g098280.4,OG0000109
AT5G18710,Solyc12g042035.1,OG0000109
AT5G18710,Solyc01g057670.1,OG0000109
AT5G18710,Solyc03g032065.1,OG0000109
AT5G18710,Solyc08g029220.3,OG0000109
AT5G18750,Solyc01g098270.1,OG0000109
AT5G18750,Solyc01g098310.3,OG0000109
AT5G18750,Solyc01g098300.1,OG0000109
AT5G18750,Solyc01g067780.1,OG0000109
AT5G18750,Solyc01g005700.3,OG0000109
AT5G18750,Solyc01g098330.1,OG0000109
AT5G18750,Solyc07g039220.1,OG0000109
AT5G18750,Solyc01g098340.3,OG0000109
AT5G18750,Solyc01g098250.4,OG0000109
AT5G18750,Solyc01g057660.1,OG0000109
AT5G18750,Solyc01g098280.4,OG0000109
AT5G18750,Solyc12g042035.1,OG0000109
AT5G18750,Solyc01g057670.1,OG0000109
AT5G18750,Solyc03g032065.1,OG0000109
AT5G18750,Solyc08g029220.3,OG0000109
AT5G18720,Solyc01g098270.1,OG0000109
AT5G18720,Solyc01g098310.3,OG0000109
AT5G18720,Solyc01g098300.1,OG0000109
